open,high,low,close,volume
105.1769,105.4651,104.5925,104.8896,1323156
102.7671,104.0102,102.2209,103.7924,850756
104.3529,104.8604,103.3009,104.4961,1858102
105.7108,105.7558,105.235,105.728,1527632
104.232,104.3122,104.1522,104.2786,727316
103.8212,104.9419,103.028,104.1959,1211761
99.6441,99.7305,98.6301,99.2611,887401
97.83,97.8796,95.9635,97.7573,1468336
96.6643,97.9924,96.5762,97.3974,263142
95.8638,95.9074,95.3423,95.6009,1187886
96.7234,98.3149,96.5798,97.9805,1666258
95.4865,96.0063,95.2219,95.9106,655418
95.2487,95.4022,94.7557,95.2892,1429928
95.742,95.8717,95.2901,95.4858,1030879
97.7288,97.8688,97.3579,97.5823,1971294
95.312,95.8109,95.2917,95.5126,618484
96.8505,98.7344,96.5616,97.2034,513620
97.8992,97.959,97.0218,97.2281,834436
95.5934,96.3997,95.5218,95.8167,981144
95.5677,96.9335,95.4513,96.4928,514556
96.7372,96.8827,95.9978,96.791,1697225
95.9409,96.2336,95.4177,95.9331,1619340
95.5388,96.1487,95.208,96.0432,1913216
95.514,96.4081,95.3364,95.4992,616724
95.8374,95.9361,95.0846,95.6716,546713
96.6789,96.6842,96.2295,96.6362,508645
98.8194,99.7978,98.768,98.9726,1743007
97.149,97.343,96.9079,97.1616,1443487
98.9856,100.4282,98.4753,100.3307,1067000
97.6392,97.69,97.3869,97.4452,1939650
96.9442,97.3061,96.7527,97.2333,1917872
97.6753,98.1122,96.5811,98.105,1648843
98.4663,98.9917,97.8508,98.5292,1448570
97.5514,98.2096,96.7741,97.6229,1152586
97.89,98.1059,96.5853,97.3284,676359
96.957,97.6969,96.2998,96.621,1754104
96.2276,96.4542,94.9866,95.7801,1460331
96.8971,97.1535,96.7508,97.0183,1071882
97.4171,97.6294,97.3721,97.549,557589
96.3801,96.7595,96.0627,96.55,1954180
98.3532,99.7159,96.9995,97.8714,840091
98.0761,99.5721,96.7041,98.3335,618631
100.2285,100.415,99.4422,99.5497,1086155
100.378,100.8628,99.7491,100.5044,1831061
100.5878,100.7872,98.9996,99.2723,1631813
98.5582,99.2213,97.8565,98.4515,728136
99.1899,101.0749,98.6436,99.5712,1653304
100.256,101.2731,100.1047,100.4971,933584
100.6004,100.6676,100.1578,100.4757,1533659
99.7988,101.6885,99.6863,100.6627,1541025
102.0295,102.6328,101.9491,102.6208,1554656
100.195,102.0386,100.0697,101.7244,1159953
102.391,102.6998,102.164,102.5728,781730
102.1973,102.8565,101.446,102.2725,1071100
100.6847,102.03,100.6574,101.9492,1122349
103.4044,104.087,102.6779,103.6538,446028
105.0637,105.4316,104.8247,104.9557,1677633
106.7658,106.9442,106.1563,106.2549,1453173
108.7497,108.9337,107.8516,108.3669,964931
108.62,109.2058,107.3462,108.4119,196270
109.8949,110.609,109.2527,109.5375,1265860
108.5372,110.4955,107.9972,109.0398,1414953
110.2637,110.5755,108.5365,109.5823,1999784
109.1447,111.1825,108.0872,109.3795,473553
109.0262,109.7706,108.6142,109.5497,967234
110.9654,111.0729,109.792,110.5431,687309
110.0815,110.1116,108.8798,109.2056,1364233
112.8167,112.9471,111.6665,112.6988,1570544
111.1828,111.1839,110.5806,111.022,1112014
109.9629,110.1754,108.5538,109.0291,801713
111.0357,111.0739,110.9447,110.9508,1057552
111.7094,112.7349,111.2827,112.2874,1012381
113.7397,113.823,112.0529,113.3549,1577016
115.1612,115.4152,113.3567,114.4398,704066
113.7278,115.1395,113.2802,114.4302,209263
112.545,113.3928,111.7331,112.9117,135180
112.4153,114.7658,112.2382,113.0515,1159830
112.0023,112.0548,110.9315,111.9202,1638288
113.4672,113.7624,113.0714,113.5806,1208056
112.9836,113.4024,112.8475,113.3417,550230
112.1662,112.694,111.9481,111.9581,1645487
112.8259,112.8781,110.1789,111.4308,689054
111.7678,112.6077,110.4227,112.1343,654472
111.4895,112.2041,110.9705,111.2013,402935
108.8783,110.2453,107.5122,109.8492,1660820
110.2001,112.0282,110.0002,110.2625,1860354
109.9572,111.2561,109.8518,110.6795,1990874
110.2759,110.7028,109.6546,109.852,305896
109.056,109.6283,108.4554,109.0895,254223
109.4922,110.0706,109.1681,109.4808,1815876
107.1107,107.9001,106.0809,107.1391,975807
104.3069,106.0851,104.1676,104.9114,1991256
104.3946,104.4459,103.5306,103.7972,419698
102.9052,103.6541,102.5938,103.4758,854197
103.387,104.0873,103.3329,103.9699,1878604
106.2049,107.604,105.9193,106.3071,292353
107.4686,107.8095,107.4326,107.6943,852722
106.4591,108.1866,106.0835,107.447,863121
107.6549,108.0238,107.3913,107.4271,181931
107.0528,108.0125,104.3486,105.8343,1994353
105.5322,106.2386,105.2679,105.8155,985252
105.0839,107.0472,103.5665,105.3688,293305
106.1319,106.1967,105.2872,105.8907,1688339
104.1615,104.6978,103.9363,104.5953,1570810
105.2951,105.4976,104.5114,105.4239,1453747
107.2934,108.5173,107.0641,107.8866,626012
106.3406,107.9329,105.9951,107.7215,1707815
108.7204,109.4607,108.0995,108.3834,1071197
109.2713,110.35,108.9415,109.5221,1893461
109.3704,109.4384,108.7379,108.8759,279769
109.0355,110.1411,108.9764,109.2534,747340
109.014,109.7555,107.9144,109.285,213344
109.8291,110.6553,108.5678,109.4561,1259326
107.3515,109.7328,107.1831,108.2051,1158582
108.7187,108.9263,108.15,108.2557,605236
108.6105,109.2735,108.0251,109.0783,172191
111.3122,111.7847,110.0783,111.4898,199979
113.5268,113.6286,113.0402,113.117,911011
116.6856,116.9758,116.5472,116.8417,1264874
115.7422,116.0478,115.455,115.5161,1020297
117.2182,117.9488,116.9605,117.0493,1105671
116.2907,118.1266,115.8273,117.3833,1437716
119.8095,121.4819,119.8085,121.3152,1891624
119.9921,120.0058,119.6295,119.8652,1913222
118.7418,120.6013,117.2752,118.3767,1028026
115.4252,118.2205,115.3882,117.3289,330876
111.5712,114.4994,111.5448,113.6612,628618
112.311,112.8699,112.0845,112.7797,445789
110.9736,111.8129,110.9617,111.5139,312145
111.5678,111.8979,111.3701,111.7769,1955320
112.021,113.4678,111.9238,112.3626,1243121
115.1378,115.9622,115.1041,115.5813,1295509
118.2205,118.9518,116.7399,117.2526,1301373
116.734,116.7925,116.1653,116.2539,395367
115.5995,116.9953,114.632,114.7092,488993
116.2743,116.6953,114.1162,115.5703,574837
112.623,114.3033,112.5724,113.3155,917876
116.6188,116.8181,115.9218,116.4833,1797662
118.0106,119.2546,117.9273,118.5742,1788934
118.2498,118.564,116.619,117.7545,1095737
114.9061,115.2104,112.624,114.7785,777468
118.1172,118.5494,116.5299,117.145,1175140
116.9139,117.2099,115.5589,116.9556,755917
119.8589,120.9417,118.4723,119.1594,1292397
116.005,116.4139,115.8576,116.355,558494
115.3058,115.3976,115.1404,115.3251,538462
114.7905,116.4515,113.4878,115.3457,515714
114.9577,115.4518,114.955,115.4385,431670
114.3589,115.0601,113.7198,114.6733,707376
116.0251,116.7291,114.7109,115.7613,1543159
113.7396,114.0437,113.7353,113.9336,1488135
113.7802,114.3841,112.7891,113.7019,765151
114.0754,114.9712,112.393,113.9186,1812284
114.6734,114.9904,114.6138,114.8126,1874461
115.5442,116.059,115.1541,116.0563,154109
114.2732,114.2887,113.8536,114.1263,1958687
112.2681,112.4966,110.5237,111.5412,789058
113.2063,114.1909,112.5197,113.7109,426780
113.7519,114.2938,113.4603,114.2905,893774
112.7724,113.2018,112.7116,113.0258,977668
115.2752,116.8758,115.2168,115.698,392914
115.5776,116.1122,115.3512,115.9106,461729
118.6659,118.798,116.5858,117.991,686388
118.1309,118.1312,118.122,118.1224,1538887
122.4919,122.8725,120.8427,121.8429,207624
124.9849,125.504,124.7043,125.1061,1963236
124.2451,124.6656,124.1745,124.6523,1949771
126.0231,126.5083,125.3086,126.4948,902466
128.019,128.7135,126.7489,127.7381,1214103
129.2212,130.9295,127.9608,130.4006,1734642
128.3036,128.581,127.6812,128.5397,1513839
130.2289,130.4039,129.7131,129.8823,1198904
132.8163,133.1422,131.6398,131.974,1755289
129.0896,129.8365,128.3357,128.5508,532207
126.4797,126.7288,125.5332,126.3019,1819326
122.2938,123.5165,122.2619,122.5092,698240
121.8817,122.3354,120.916,122.0274,1185396
121.9458,123.4074,121.4953,123.3602,1206099
126.0912,126.4377,125.9627,126.1843,1308738
126.3343,126.5186,126.3158,126.3373,705680
129.299,131.0455,128.883,129.4746,149046
127.1756,127.1889,125.533,126.8345,420816
124.1438,125.2462,123.3606,123.6472,1980719
124.0905,124.2083,122.5778,123.5566,133509
124.2188,124.5993,124.1447,124.2828,1677273
122.948,124.7726,122.4802,124.2343,914897
120.2221,120.5366,119.8253,120.4528,901855
119.643,120.8651,118.9862,120.3039,944083
117.8519,118.444,116.7813,117.9846,728775
119.1834,119.3758,119.0429,119.1877,1813394
120.2104,120.5986,118.5381,119.8569,576404
117.5437,119.1845,116.2981,118.1908,304597
117.2641,117.6143,116.7954,117.295,943633
115.3233,115.6661,115.1612,115.4576,857344
115.5337,115.7812,114.9448,115.3607,504436
117.4383,117.7798,116.7908,117.0371,631600
115.6299,116.1757,115.2706,115.3308,786979
116.0765,117.3208,115.6021,116.2177,775791
115.685,116.2208,114.8324,115.3086,1492183
114.2995,114.4042,112.562,113.9567,404157
113.4538,114.2695,113.329,113.7853,1821963
113.7449,114.4027,111.1283,112.0432,1617548
110.874,111.5099,110.1185,111.1277,768577
109.5705,110.6247,108.4028,109.1597,1601909
113.5245,113.5751,112.2536,112.4358,304203
112.2872,113.3973,110.5808,112.5065,1257097
111.7846,111.9546,110.9518,111.343,1638780
111.8216,112.4679,111.1367,111.7121,1465373
110.3914,111.7742,109.9308,111.5352,798350
111.349,111.8076,110.3063,111.1772,738404
112.891,112.953,112.1459,112.2174,1995360
114.3754,114.5631,113.3808,113.5111,479495
112.4661,113.7253,112.1545,112.6227,441172
111.8479,112.5133,111.5392,111.6653,1912440
110.914,111.6829,110.0914,111.2167,1685649
107.3801,107.5325,107.1767,107.4528,1633566
104.4636,105.4663,104.2225,105.0487,1253221
106.721,108.0531,106.3231,107.2354,1102838
110.0116,110.2445,109.2785,109.9253,1672896
110.2704,110.5548,109.5005,109.5264,1056749
111.136,111.3673,109.9286,110.4888,1249161
111.9357,112.0409,110.4724,111.0169,1852611
115.5212,118.0439,114.397,116.2759,747697
118.4253,118.629,117.1783,118.2569,1481238
118.416,119.0869,117.0782,118.042,874962
116.561,116.6027,115.6141,116.3738,180824
113.6672,114.8303,113.2324,113.6145,1073543
113.4583,114.5313,113.0622,113.9732,1477545
112.7407,113.2119,111.6181,112.6987,1235596
110.3711,110.3941,110.0724,110.3309,183238
109.4131,109.4888,109.0573,109.2769,838743
107.9653,108.3569,106.9223,107.5292,1363152
110.5848,111.166,110.2175,110.2962,313561
112.2212,112.4676,111.5946,111.7757,1000427
112.3522,112.6749,111.0523,111.7735,992773
114.1723,114.3716,113.5639,114.2939,321334
114.431,115.4341,112.3305,114.4381,908582
112.8782,113.5989,112.8426,112.9804,697292
115.598,116.2557,114.3229,115.603,1071629
116.456,116.7959,116.1444,116.5529,1820664
116.0379,116.1306,113.719,114.765,1369046
114.3875,114.5291,114.1687,114.4492,560411
113.5908,114.0944,112.8091,112.9672,1442646
110.7724,110.7791,109.6527,110.6592,1729900
111.4535,113.6022,111.2316,112.2185,852786
115.3461,116.7231,114.8203,115.4906,1546508
113.2916,113.808,112.3064,113.1043,546613
114.0799,114.143,114.0508,114.0749,1620360
112.2599,112.9986,111.8688,112.9783,1456042
112.7746,112.8524,112.1277,112.167,1121417
110.9172,111.5342,110.0675,111.1858,220962
108.5621,111.4182,108.2347,109.7651,1914674
109.7986,110.2884,109.5777,109.856,1089786
107.2495,109.4879,107.0653,108.5061,1538598
109.0993,109.7967,108.2256,108.9581,1949718
108.6882,108.8871,108.6465,108.8869,1404036
108.462,108.5907,107.6895,108.5082,397463
107.6481,108.261,106.811,107.0517,1768314
105.4429,106.2807,105.39,106.1402,681626
107.5751,108.1902,107.3104,107.3604,654478
108.3484,109.1574,107.0486,108.1809,123562
106.8965,107.7022,106.4896,106.6169,845445
107.0401,108.1194,105.9025,106.7865,1121188
109.547,109.8372,106.635,108.0077,707219
105.0455,105.6938,104.6964,105.3472,975683
106.03,106.3437,105.8714,106.2199,962468
106.3606,106.772,104.4899,105.1799,1063255
105.4634,106.1474,105.1433,106.0946,556324
103.7101,105.0891,103.5935,104.8974,1400250
101.2239,102.1762,101.0135,102.1058,330236
99.984,100.1021,97.7945,99.6532,650298
100.3481,100.4903,98.3583,99.7351,625727
100.2503,101.04,100.0213,100.1344,136184
98.2272,98.8195,97.4929,98.7952,491401
99.8868,100.9856,99.7118,99.756,1283601
97.4888,97.7201,97.0091,97.3103,1967617
96.4788,97.5618,96.2325,97.2236,883374
95.3028,96.106,95.2607,95.483,1319176
95.4671,95.7912,93.9403,94.5634,932865
94.574,95.5589,94.0989,94.6401,1800322
93.3892,94.2562,93.2836,93.4359,535637
93.5632,93.7788,92.4804,92.9078,670387
95.0042,95.7029,92.7619,94.3302,1761687
94.356,94.9249,93.126,93.5268,1843319
95.6488,95.7722,94.382,94.7161,1492801
93.1456,93.271,93.0254,93.1339,1559233
93.662,93.9382,93.6214,93.8863,852754
95.7714,98.1056,95.6188,95.9482,1297485
92.084,92.6631,91.8134,92.4653,1415546
91.2264,91.7036,91.181,91.3758,1718964
92.2423,92.4407,92.0135,92.1794,1692032
91.8755,92.5726,91.8653,91.9082,614214
92.5008,92.7171,92.3282,92.4306,988103
91.1504,92.1283,90.9379,91.6061,1627979
91.8924,92.2402,91.6897,91.7344,1749827
92.1693,92.5623,91.3529,91.5296,1843670
93.3012,94.1234,92.8566,93.1563,1008504
93.8064,94.6157,93.3869,93.5218,235366
94.7566,94.7653,93.8308,94.006,1822417
94.2382,94.5685,93.3937,93.4364,1508497
92.6695,92.9681,92.3539,92.7648,1485913
92.1905,92.3701,91.9431,92.174,874473
92.7152,92.8064,92.5662,92.7303,254953
92.0506,93.1611,92.0227,92.1558,939973
91.9109,92.8911,91.8253,92.5665,1118135
95.6163,95.9703,94.9611,95.503,1005579
96.4858,96.7979,96.3069,96.7688,1611369
96.2887,96.4235,96.2808,96.3064,1609946
97.4901,99.8716,96.4815,98.0672,246604
97.4782,98.6025,97.3098,97.4785,243513
95.4024,95.5281,94.0271,94.5529,116093
93.2334,93.6323,93.1318,93.1432,1641850
89.7634,90.9223,89.5689,90.5748,369803
90.7027,91.2821,89.7322,90.1075,1131762
90.5335,91.4742,89.5065,90.1415,1615456
92.5327,92.8321,92.1262,92.4462,1999488
92.3707,93.8082,91.2597,92.9099,820138
92.7446,92.9197,92.5911,92.6143,1319505
94.2522,94.6182,92.9636,93.7831,580895
90.7272,91.0471,90.637,90.7327,1558873
90.435,91.1989,89.9331,91.0631,906773
92.4458,92.4847,91.5642,92.1314,1948737
89.2753,90.3997,89.0116,90.1195,1435013
91.4551,91.8852,91.2763,91.6881,1947567
92.2325,92.9667,92.0585,92.1641,1585242
90.8933,93.6538,90.8355,91.6009,993440
92.2114,92.8442,91.9776,92.4837,281032
95.0998,97.3953,94.988,95.6976,794683
95.2206,96.6151,94.9654,95.9686,1018542
96.0196,97.3129,95.2836,96.3362,425711
94.1292,96.3167,94.0829,95.6843,1376589
94.4089,94.7248,93.4461,94.4817,174271
95.7233,95.9806,94.7217,95.6754,361670
94.3569,94.7438,94.0864,94.4641,406880
94.7702,94.7864,93.7318,94.575,1262479
93.7169,94.1879,92.7206,93.9092,1572072
94.5352,94.6573,94.1808,94.5958,1131772
94.8181,95.7154,94.6045,95.08,220920
96.798,96.8406,96.5786,96.5809,1792618
96.1729,96.238,95.0543,95.8545,782237
94.8972,95.8584,94.5998,95.4768,809353
94.1542,94.7605,92.8268,94.0947,302890
93.5971,93.6945,93.3096,93.479,792529
94.0442,94.2889,93.9367,94.019,145227
94.9291,96.0066,93.9542,95.1022,1406951
93.5731,94.3042,93.4941,93.8051,1013560
94.8379,95.6969,94.6581,95.0462,946531
96.8066,97.9288,96.733,97.0084,140113
